ID,Sikayet Icerigi
5103,"Ürün dün elime ulaştı. Lekeli şekilde bugün aradığımda zorluk çıkardılar. Halıyı almıyorlar. Güvenli bir sayfa değil. Instagram'dan da engellemişler. Her yerde bu halılardan var. Umarım görür, almazsınız ve mağdur olmazsınız."
5104,"Kısa süreli çalıştığım firma Metropol kart için fiziksel ya da sanal kart bilgileri iletilmemiş, yemek kartı teslim edilmemiş ve bilgilendirme yapılmamıştı. Firmadan ayrıldığımdan dolayı kart bilgilerine erişemiyorum."
5105,"Essen üyeliğimi aylar önce iptal etmeme rağmen bugün kafasına göre hesabımdan para çekmiş, lütfen iade yapılsın... Ne alaka bu şimdi durduk yere para çekildi bu şekilde mi kazanıyorsunuz siz herkese böyle mi yapıyorsunuz? Hesabımda sürekli para oluyor ve kafasına göre para çekmiş"
5106,"Sadenet internet firması TurkNet aboneliğimin arızası sonucu beni aradı ve uzun süreli mağduriyetim sonrası bana bir paket önerdi ve o anda kabul ettim. Sonrasında hizmet veya kurulum almadan, sözleşme imzalamadan ertesi gün iptal istedim, 1500 TL ödeme yapmamı istiyorlar. İptal de etmiyorlar. Bir de manipüle ederek psikolojik baskı yapıyorlar."
5107,VanCat sayfasından kedi kumu aldım. 26 haziranda kargomu 1ZAV5820********48 takip no ile UPS teslim aldı. 28 haziranda dağıtıma çıktı teslim edilmedi. Ön görülen teslimat tarihi 1 Temmuz yazıyor. 1 temmuzda dağıtıma çıktı yine teslim edilmedi. Müşteri hizmetlerini arıyorum kayıt oluşturuyorum. Şube dönüş yapmamış henüz diyor. Herhalde kuryeci arkadaş canı ne zaman bırakmak isterse o zaman teslim edecek. Böyle saçma bir firma görmedim. Bir daha asla UPS ile çalışmayacağım.
5108,"03.07.2024 tarihinde T. S***** Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 53 72 numaralı telefon bilgileri içeren, 'Dosyanız hukuk büromuza devredilmiştir, mağdur olmamak için arayınız' şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm. Bu sebeple, T. S***** Hukuk'tan ya da buna benzer sahte hukuk büroları adı altında yerden hiçbir suçlamayı, adıma açılacak ya da açılmış olan hiçbir hesabı, kredi başvurusunu, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil işlemlerini ve bahis işlemlerini onaylamıyorum, sorumluluk kabul etmiyorum."
5109,"İstanbul Kartal Yakacık Ziraat Bankası'ndaki hesabıma vasilikten dolayı 1 sene önce bloke konulmuştu. 6 ay önce uzerimdeki vasilik kalktı. Ben yurt dışında olduğum için şubeye uğrayamıyorum. 6 aydır sürekli arıyorum cevap vermiyorlar telefona. Müşteri hizmetlerinden aktarma yapıyorlar ona da cevap vermiyor şube görevlileri. Mail de attım hatta vasiliğin kalktığı belgeyi de ekte gönderdim ama merkez Ziraat Bankası yetkilileri blokeyi hâlâ kaldırmadı. Babamı Ziraat Of şubesine gönderdim durumu anlattı ve vasiliğin kaldırıldığı belgeyi gösterdi. Kendisi gelmesi lazım dediler. Artık Ziraat Bankası'nın beni oyalamasından bıktım. Bu sorunum çözülmezse CİMER, BİMER, Tüketici Hakem Heyeti dahil her kuruma şikayet edeceğim. Hesabımdaki paraya ihtiyacım var. Ben müşteri hizmetlerini tekrar arayacağım o zamana kadar işimin çözülmüş olmasını istiyorum. Bana buradan cevap yazarsanız hemen müşteri hizmetlerini ararım. Salih Y******"
5110,Yeni yapılan bir sitede eve taşındım. Henüz internet altyapısı aktif değildi. 28.06.2024 tarihinde nakil başvurusu için şubeye gittim. 29.06.2024 tarihinde sitenin internet bağlantısının tamamlanacağı bildirilerek ön nakil başvurusu olarak sisteme işlediler. Belirtildiği gibi 29.06 tarihinde internet altyapısı tamamlandı ve aynı gelen Türk Telekom ekipleri yeni abonelik alan kişilerin internetlerini aktif etti. Aradan 4 gün geçti ve ben hala bekliyorum.
5111,Merhaba Teknocell müşteri hizmetlerinde tarife paketimin süresi dolmuştur yeni tarifeye geçmek için müşteri hizmetlerini aradım 45 dakikadır bağlantı gerçekleşmemektedir. Son gün bilgi verilip yüksek fatura ödüyorum. Hiçbir bilgi ve hiçbir özen yok iyi günler
5112,28 Mayıs tarihinde caddstore sitesinden 3 tane elbise aldım bedenleri olmadığı için WhatsApp üzerinden iletişime geçtim bana kargo kodu verdiler ve iademi yaptım. En geç 14 iş günü sonrasında iadeniz gerçekleşir dediler ama iade yapmıyorlar. Telefonlara cevap vermiyorlar
5113,"Dövme sildirmeye gittim, kolumu yaktılar. Şikayet edeceğimi söylediğimde, 'Ne yapıyorsan yap' dediler. Kolum iyileşmeden seansa aldılar, sırf seansı erteleyip para boşuna gitmesin diye. Kolum şu an yanık durumda, iz kaldı ve kabardı. Böyle geziyorum artık."
5114,28/06/2024 gece 1.45 civarı şebeke gitti. 10 dakika sonra geldi ama bu seferde internet yok! İnternet ancak Sabah 10 da geldi. Bursa merkez ilçede yaşadım. Bu problemi. Müşteri hizmetleri ile görüştüm şikayet kaydı açıldı. Tarafıma hala dönüş yapılmadı. En az 15 defa görüştüm sosyal medya da etiketleyerek yazdım ama hala arayan yok!
5115,"Yaklaşık 1 hafta önce Antalya Metro Market Altınova şubesi kasap bölümünden köfte aldım. İlk aldığımda da etlerde bir gariplik vardı. Daha sonra kullanmadığımız etleri dolaba bıraktık. Dün akşam çıkardığımızda etler inanılmaz kokuyordu. Metro Market'te özellikle kasap bölümünde kampanyalı bir ürün varsa çok dikkat edilmeli. Bu yaşadığımız ilk sorun değil, sürekli aynı şeyler. Etleri çöpe attık."
5116,Metro turizmden aldığım bilet hakkında şikayetimi yazacağım. 1 Temmuz 2024 saat 10:00 tarihli Nevşehir Bursa otobüsü trafiğe çıkamayacak vaziyetteyken trafiğe çıkarak yolcuların ve benim hayatımı tehlikeye atmıştır. Üstelik 18:30'da Bursa'ya inmesi gereken otobüs 22:30'da inmiştir. Tekerin patlak oluşu ve jantların kırık olması sebebiyle bütün tamirat Polatlı'da yapılmıştır ve sıcağın altında bütün yolcular saatlerce orada beklemiştir. Şoförün de iki haftadır bu arızayı söylemesi ve metro turizmin hiçbir şey yapmaması üzerine bu şikayeti oluşturmaktayım. Bu durumun yaşanmaması dileğiyle çünkü herkes perişan oldu.
5117,Ahel tasarımdan iki takım almıştım ve biri kusurlu geldi. Değişim için yazdım saçma sapan çek tanımlayacaklarını söylediler. Neyse değişim için gönderdim kargo firması teslim ettiklerine dair saat ve tarih veriyorlar. Müşteri hizmetlerine arayarak ulaşmak neredeyse imkansız WP hattına da yazınca gel cevaplar alıyorum ve ısrarla ürünümün gelmediğini söylüyorlar. O kadar kötü bir üslupla cevap alıyorum ki mağdur olmam yetmiyormuş gibi bir de sert ve kötü cevaplar alıyorum. Kesinlikle iletişimleri çok kötü asla mağduriyetimi çözmüyorlar. Kimse havadan para kazanmıyor. İlk ve son alışverişim olacak. Hala kargom yok tüketici haklarını arayıp oraya da şikayetimi belirteceğim.
5118,"T. Sunbul Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 59 23 numaralı telefon bilgileri içeren, 'Dosyanız hukuk büromuza devredilmiştir, mağdur olmamak için arayınız' şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm. Bu sebeple, Güven Hukuk'tan ya da buna benzer sahte hukuk büroları adı altında yerden hiçbir suçlamayı, adıma açılacak ya da açılmış olan hiçbir hesabı, kredi başvurusunu, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil işlemlerini ve bahis işlemlerini onaylamıyorum, sorumluluk kabul etmiyorum. Hiçbir ceza dosyam bulunmamakta olup, bu tür bir mesajla karşı karşıya kaldım. Herhangi bir suçlamayı, adıma açılabilecek veya açılmış olan hesapları, kredi başvurularını, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil ve bahis işlemlerini onaylamıyor ve hiçbir sorumluluk kabul etmiyorum."
5119,"1 Temmuz 2024'te bir marketten ikili ketçap ve mayonez seti aldım. Tarihine bakmak aklıma gelmedi ve ne yazık ki biraz da olsun tükettim. Sonra tarihine bakınca mayonezin tarihinin geçtiğinin farkına vardım. Algida tüketici hattını aramama rağmen hiçbir şekilde ilgilenip müşteri temsilcisine bağlamıyorlar. Calvé'nin Instagram sayfasına yazdım, oradan da geri dönüş yok. Param boşa gitti. İnsan sağlığı bu kadar değersiz demek ki ama bu işin peşini bırakmayacağım."
5120,Öncelikle merhaba param uygulamasından başvurduğum fiziksel param kartımı param uygulamasına bağlayamıyorum bir tür sorun oluşuyor ve Google Play gibi başka yerlerde de kullanamıyorum. Bu kart bulunamadı gibi sorunlar oluşuyor acaba nedenini öğrenebilir miyim?
5121,"PTT Kargo Bursa göçmen konutları şubesi bireyi mağdur ediyor, kargo teslim edilmek üzere dağıtıma çıkmıştır şeklinde mesaj geliyor hemen sonra ikinci mesajı gönderiyorlar ""teslim edilememiştir, tekrar dağıtımı çıkacaktır "" diye. Çok geçmeden bir mesaj daha geliyor gelip şubeden 3 gün içerisinde teslim alin şeklinde. Hiçbir şekilde gelmeden müşteriye ulaşmadan bu şekilde insanları aldatmaya çalışıyor. Ve bunu yakın zamanda Pes pese 2. Kez yaşıyorum."
5122,Ziraat Bankası hesap hareketleri doğrultusunda internet bankacılığı kullanımı kısıtlandı. Detaylı bilgi için müşteri hizmetlerini aradım oradan şubeye gittim mail attılar merkezden engel konulduğunu söylediler. Küçük miktarlarda para transferi yapıldığı için kısıtlanmış. Ne bir uyarı ne de bir mesaj hiçbir şey demeden direk engellediler. Ve 6 aydır da internet bankacılığını kullanamıyorum. Çözüm getirilmesini rica ediyorum.
5123,"Ben Allianz Yaşam ve Emeklilik A.Ş.'ye kayıt oldum da benim bakiyemde bir miktar para var. Onu nasıl çekebiliriz? Hesaba nasıl aktarabiliriz? Müşteri hizmetlerini aradığım halde bir türlü iptal etmiyorlar ya da edemiyorlar, bilmiyorum. Orasını e-Devlet'imde görüldüğü halde."
5124,"TÜBİTAK Meraklı Minik'i 9 liradan 29 liraya yükselttiler. Gerekli indirim yapılmalı, bu kadar yükseltmek ne kadar doğru? Abonelik 75 TL'den 295'e yükselmiştir. Gerçekten hayal kırıklığı oldu. Bizim için bilsem, bir yıldan çok abone olurdum. Neye zam geleceğini şaşırdılar."
5125,"Arat Wi-Fi, 3 yıldır kullandığım modemle ilgili çatıya sinyallere bakmadan yapacak hiçbir şey yok deyip gitti. 100 metre ilerdeki evde çekerken, binamız daha yüksek olmasına karşın bahaneler gerçekçi değil. 15 gündür hizmet alamıyorum. Telefonlara cevap verilmiyor. Müşteri hizmetleri, merkezden yanıt gelirse dönüş sağlanır deyip konuyu kapatmaya çalışıyor. Ben aidat ve kira ödüyorum ancak hizmet alamıyorum. Gerekli her yere şikayetlerimi beyan etmeye devam ediyorum."
5126,"Trendyol'dan iki sefer iptalimi oluşturdum ama ne hikmetse VakıfBank çözüm bulamadı, ücretlerim kartıma yansımadı. İki sefer gittim, halen sonuç alamadım. Bu yüzden VakıfBank'tan bütün ilişkimi kesmeye karar verdim. Diğer bankalar gibi müşterisinin mağduriyetini çözüm bulamıyorsunuz. İlk seferde 658 TL kayboldu, Trendyol bankanızla alakalı dedi ama maalesef yok. Şimdi de 443 TL ortada yok."
5127,"Bitmiş paketimi bana sormadan devam ettirip, 170 TL olan faturamı 450 TL'ye çıkartmışlar. Güzel sistemi kurarak insanlardan para alıyorlar. Fatura iptalini 96 saatte yapıp bana ulaşamazlarsa iptal edemeyeceklermiş ama bana sormadan paketimi devam ettirip 280 TL daha ekleyebiliyorlar. Turkcell"
5128,"29.06.2024 tarihinde Epttavm üzerinden Tekn Market ten Windows Pro 11 ve Office 2021 Pro Plus sipariş verdim. Henüz KEY Anahtarlar teslim edilmedi. Epttavm yi 3 defa aradım. Mail adresine teslim edildiğini söylediler. Teslim edilen bir şey yok. 08503089013 numaralı telefonu aramamamı söylediler. Bu numarayı aradım WhatsApp üzerinden aramam için bant kaydı çıktı. WhatsApp üzerinden aradım, cevap veren yok. Mesaj attım. Mesajlar ulaşmıyor. Sipariş Epttavm de Hazırlık Aşamasında gözüküyor. Epttavm tarafından çözüm bulunmasını talep ediyorum."
5129,"Emine Aydın'dan bir elbise ve etek sipariş verdim. Ön siparişten 14 gündür çıkmadı ve artık siparişi istemiyorum, para iadesi istiyorum ama muhatap olacak kişi yok. Sıfır ilgi, paramızla rezil oluyoruz. Bir an önce dönüş sağlanmasını bekliyorum. Hayal kırıklığısın Emine Aydın."
5130,"LCW'den almış olduğum havuç kesim pantolonun ağ kısmı ilk kullanımda yırtıldı. Aynı ürünün iki rengini aldım, yeşilinde bir problem olmadı ama siyah olanı ilk kullanımda yırtıldı. Sorunumun derhal çözülmesini ve ücret iadesini talep ediyorum. En kısa sürede çözülmesi dileğiyle..."
5131,Ben ve eşim Premium üye olmamıza rağmen 1 haftadır çarkı çeviremiyoruz sürekli hata veriyor sosyal medyada baktığımda herkese telafi amaçlı 1 ay geçerli 5 GB internet tanımlanmış ama ben bu durumu iletmeme rağmen sosyal medya ekibi bana görüldü attı. Hayırdır ben ve eşim Vodafone müşterisi değil miyiz? Bu çifte standart nedir? Ben ve eşime de 1 ay geçerli 5 GB internetin tanımlanmasını talep ediyorum. Telefon nolar 0537812*** ve 0535929**** Görseller aşağıda.
5132,"04.05.2024 tarihinde İzmir Idata şirketinden Erasmus+ Staj kapsamında İtalya vize başvurusunda bulundum. 28 gün oldu henüz bir sonuç alamadım. Kabul mektubu tarihimin üstünden 15 gün geçti. Hiçbir şekilde ilgilenmiyor yetkililer. Telefon, mail ile ulaşılamıyor."
5133,"Koçtaş'tan almış olduğum 1050171643 teslimat numaralı mutfak masası 22 gündür iadesi gerçekleşmedi. Koçtaş'a güvendim alışveriş yaptık fakat müşteri memnuniyeti sıfır çünkü kargo şirketi evdemo lojistik ile bir bağ kurmuyor. Beklemekten yoruldum, 22 gündür para iadesi olmaz mı? Evdemo lojistik Kahramanmaraş ile Kayseri arası 2 buçuk saat uzak bir yer de değil ki bu kadar uzasın lütfen bu işe bir son verin"
5134,01.07.2024 tarihinde öğle saatlerinde İzmir/Buca Koop. Meydanında bulunan Halkbank'a ait ATM'ye 6000 TL. Yatırdım. Paranın 600 ya da 800 TL. (200 TL. Lik) geri iade etti. Paraları düzelttim tekrar ATM ye yerleştirerek ilave et. Dedim. ATM para sayımını yaptı Onay beklemeden kartı iade etti 6000Tl. Paraya el koydu ya da yuttu. Hesapları kontrol ettim para hesaplara geçmedi. 10 dakika ATM başında bekledim müşteri hizmetlerini telefonla aradım Duru izah ettim Bana dönüş yapılacağını söylediler. Fakat dönüş yapan olmadı.
5135,Teslimat adresimin değiştirilmesi için destekten S***** hanımla görüştüm ve kendisine güncel adresimi söyledim. Siparişteki adreste o tarihlerde orada olamayacağımı belirttim. Bana adresin güncellendiğini söyledi. Bugün ise kargom yola çıkmış ama adres değiştirilmemiş. Kargoya verildiği için adresi değiştiremiyorum da. Mağdur durumda kaldım
5136,"""A1 Silikonlu Düz"" gri tonlarında renk aldım ancak beyazdan dönme hafif mavi desem değil, saçma sapan bir renk ortaya çıktı. Markaya güvenerek aldığım renk hayal kırıklığı oldu, masraf konusunda iade talebim olacaktır. Aksi takdirde Tüketici Hakem Heyeti'ne, CİMER'e şikayet bildireceğim."
5137,Yaklaşık 4 gün önce Migros Sanal Market üzerinden mağazadan gel al seçeneği ile yapmış olduğum siparişlerde eksik ürün olmasına rağmen hâlâ ne ürün gönderimi ne de para iadesi yapılmadı. 4 gün önce müşteri hizmetlerine bildirmeme rağmen ne arayan var ne de soran.
5138,"Metro Turizm 02.07.2024 saat 10:15 İstanbul Samandıra'dan Yalova'ya giden otobüsten şikayetçiyim. Dakikalardır bizi bekletti, yolcu almam gerek diye. 11:50'de Yalova Devlet Hastanesi'nde randevumuz vardı, bizi beklettikleri için hastane randevumuza gidemedik. Kaç saattir yollardayız, hastaneye gidemedik. Mağdur olmuş durumdayız. Şikayetçiyim, dalga geçer gibi karşılık veriyorlar. 'Napayım, şikayet edin o zaman' diyorlar. 1 aydır hastaneden randevu almaya çalıştım ve Metro Turizm'in umursamazlığı yüzünden doktora gidemedim. Benim şimdi mağduriyetimi kim karşılayacak? Yapılan çok ayıp. Metro Turizm güvenilir diye düşündük ama tamamen hayal kırıklığı. Metro Turizm yüzünden mağdur olduk."
5139,GrandPashaBet ödeme yapmıyor ve slot oyunları sürekli kapalı. Canlı casino sürekli kapalı. Yatırım yapıp çekim yapamıyoruz. Can sıkıcı bir duruma geldi.
5140,"Türk Telekom Benim adıma olup 10 senedir kullanılmayan ev telefonunu kendi kafalarına göre 15 aylık taahhüt yapıyorlar. 10 senedir ortada ne Telekom binası var ne tel var ne direk var, hiçbir şekilde kullanılacak bir düzen yok. Buna rağmen neyin taahhüdü yapılıyor? İncelenmesini arz ederim. Saygılarımla Bayram Kuvvet"
5141,29.06.2024 tarihinden beri Altındağ Bornova Çamkule Mah 4713/2 sokaktaki tüm evlerde internet kesik. Defalarca aramamıza rağmen çalışma var denilerek yarın gelecek denilerek oyalanıyoruz. 4619227803 numaralı arıza kaydımıza rağmen herhangi bir değişiklik yok. Ekip gelmiyor ve mahalle komple internetsiz. Sanırım aylarca internet gelmeyecek. Bu konuda hepimiz mağduruz.
5142,Trc20 ağı adresime USDT gönderdim fakat benim iznim olmadan borsadaki cüzdan adresim değiştirilmiş. Adreslerin değiştiğine dair bir ileti almadım dolayısıyla gönderimi eski cüzdan adresine gönderdim fakat daha sonra USDT lerin cüzdanıma yansımadığını gördüm neden yansımadığını sordum adreslerde değişiklik yaptıklarını ve bildirdiklerini söylediler. Bildirim ekranımda görünmeyen bildirim ise ne hikmetse daha sonra orada göründü. Tam 12 saat oldu ve hala işlemi cüzdanıma yansıtmadılar. Sürekli aynı şeyi tekrarlayıp duruyorlar. En kida zaman içinde halledilecek. Bu kısa zaman nedir. Beni oyaladıklarını düşünüyorum artık.
5143,"Türkiye Sigorta, BES hesabı katkı tutarımı sürekli olarak onayımı almadan arttırmaktadır. Telefon uygulamasından katkı payını değiştirmek istediğimde de mevcut payın altını seçemezsiniz diye uyarı vermektedir. Tarafımdan habersiz olarak sürekli katkı payının değiştirilmesi böyle bir şirketin güvenirliliğine hiç yakışmamaktadır. Kaldı ki bu şirkete müşteri hizmetlerinden ulaşmak da sadece şanslı birkaç kişinin kısmetidir. Tarafıma ulaşılarak katkı payının eski hale getirilmesini ve sürekli olarak onaysız ve habersiz değiştirilmemesini talep ediyorum. Saygılar."
5144,"Yörsan Kaşar Peyniri küflü çıktı. Üretici çözüm için aradı ve telafi için gönderim sağlanacak dedi, ancak sonuç kocaman bir yalan oldu. Ne gelen var ne giden. "
5145,"Carrefour SA uygulaması üzerinden sipariş verdim, o an alacağım ürün uygun fiyatlıydı. Daha sonra ürün bekle bekle gelmedi, kargo sorgulaması yaptım, kalitesiz bir firma ile çalışıyorlar. Ürünü delmişler ve bana bilgi vermeden iade etmişler. Carrefour SA'ya bu durumu söylememe rağmen, ilk önce dönecekleri söylendi. Sonradan oyalama taktiği uygulandı ve en son yapacak bir şey yok denildi. Dalga geçer gibi. Burada benim suçum ne? Hem bekledim, hem bilgi verilmedi, hem de oyalandım. Carrefour SA pişmanlık."
5146,"Garanti Bankası'nda bulunan sonu 9047 ile biten kredi kartıma, hoşgeldin kampanyası kapsamında yüklenmesi gereken 400 liralık Bonus yüklenmemiştir. Telefon bankacılığı ile şikayet oluşturulmuş fakat herhangi bir gelişme olmamıştır. Kredi kartıma ilgili puanın yüklenmesi talep aksi takdirde kredi kartımı iptal edeceğim."
5147,Occasion.com.tr müşterisiyim. APP300 kodu ile uygulama üzerinden 3000 TL üzeri alışverişe 300 TL indirim yapılacağı belirtilmekte. Kod çalışmayınca müşteri hizmetlerini aradım tek kullanımlık olduğunu söylediler. Kampanya detayında kupon kodunun ilk kullanıma özel olduğu yazmıyor. Kampanya detayında böyle bir bilgi yok diyorum evet yok diyorlar ama çözüm de sunmuyorlar!
5148,"Loft Loft mağazasının internet sitesinden 17.05.2024 tarihinde yapmış olduğum alışveriş internet sitesinden kaynaklı işlem gerçekleştirilememiştir hatası verdi ancak kartımdan ödeme alındı. Ürün gönderilmediği halde ödeme yaptığım 1.399,94 TL tutarının geri kartıma iade edilmesini talep ettim. Bu konuda 444 5 969 müşteri hizmetleri numarasını sürekli arayarak yardımcı olmalarını rica ettim. Loft internet sitesinden 'bize ulaşın' linkinden defalarca şikayet ve iade talebinde bulundum. Toplam tutar 2 taksit şeklinde ödedim. 17 mayıstan bu yana uzun bir süre geçmesine rağmen, gerek müşteri hizmetleri gerekse form üzerinden yaptığım talepler sonunda bana söylenen sadece 'merkeze iletildi, acil, bilgi verilecek' gibi yanıtlar oldu. Mağduriyetimin en kısa sürede giderilmemesi halinde tüketici haklarını kullanacağımın bilinmesini istiyorum."
5149,"DeFacto'dan aldığım iki pantolonda da solma oldu. Aradım, kayıt oluşturdular ve hatanın benden kaynaklandığını söylediler. Ama hata bende değil, sizin ürününüzde. Ben yıkamayı doğru yaptım. Bu sorunun çözümünü talep ediyorum. Böyle bir firmanın hatasını kabul etmemesi çok üzücü."
5150,"Yatak aldık, hâlâ yolda. Ayın 26'sında Ankara'dan yola çıktı, Bodrum'a ulaşmadı. Yatak ne hikmetse ürünü satana kadar kediler, satıştan sonra ise aslan oluyor. Telefonda konuştuğum bayan, bütün kabahatin benim olduğunu söyledi. 'Senin neyine internetten ürün almak, otur oturduğun yerde' dedi. Gerçekten hata bizde ki böyle firmalara güvenip sipariş veriyoruz. Sonra üstüne üstlük kendini bir varlık sanan kişi ile muhatap oluyoruz. Gerçekten yakışmadı, bir yatak. Bir daha asla ürün almayı bırak, mağazanıza bile uğramam."
5151,"Dün boğaz ve kulak ağrısı şikayetiyle Özel Sancaktepe Bölge Hastanesine gittim. Doktor orta kulak iltihabı teşhisi koydu. Daha önceki düşme sonucu bel ağrımdan dolayı raporumun devam etmesi sebebiyle raporumun bugün (01.07.2024) de geçerli olduğunu, yarın gelip tekrardan rapor yazdırabileceğimi söyledi. Kontrol randevusu alarak bugün (02.07.2024) tekrardan gittim. Bilgisayar kullandığımı ve iş yeriyle konuştuğumu, ekrana başlamama başımın dönmesi, kulak ağrımın hala devam etmesi, kulağımda uğultu olması sebebiyle 4 gün için rapor istediğimi, iyice iyileşip işe gitmek istediğimi belirttim. Fakat ""dua et bugüne rapor verdim. Bugün de işe gidebilirsin, iyisin"" deyip dalga geçildi. Tekrardan rica ettim, hayır ben iyi değilim. Bugün iyi değilim. Yarın nasıl işe gideceğim dememe rağmen sonuç değişmedi. Talebimin karşılanmasını, hastalara daha nazik ve doğru teşhis koyularak hastaların da rapor odaklı değil iyileşme odaklarını anlayabilecek doktorlar olmasını rica ederim. Hastaneden ve doktordan şikayetçiyim."
5152,"N. E. Ü. Hastanesinde 20.12.2023 tarihinde Prof. Dr. ***hocaya rinoplasti ameliyatı oldum. Ameliyat ücreti olarak 35 bin ₺ ödedim. Aradan 3 ay geçti. Burnumdaki eğrilik ve nefes alamama şikayetinden dolayı tekrar başvurdum. Burnumun tam oturması ve iyileşmesi 6 ay kadar süreceğini söyledi. 27.06.2024 tarihinde ** hocaya muayene için gittiğimde septum deviasyonu olduğunu ve 2. Ameliyatı 01.07.2024 tarihinde gerçekleştirdi. Taburcu olacağımızda 11.000₺ ek ücret çıkardılar. En başında 2. Ameliyat için ücret çıkabileceğini söylemediler. 2. Ameliyatı dahi doğru dürüst yapabildiği bile şüpheli. 2 kez ameliyat masasına yatmanın psikolojisi ve 2 kez işe gidememe gibi sebeplerden dolayı mağduriyetimin giderilmesini, 2. Ameliyat ücretinin alınmamasını arz ve talep ederim."
5153,Pazarama adlı uygulamadan alışveriş yaptım. Uygulama kesinlikle müşteri yanlısı değil hiçbir şekilde yardımcı olunmuyor. Yaptığınız alışverişle kalıyorsunuz yanlışlıkmı var hatanı oldu umurlarında değil. Yani kısacası dostane bir şekilde söylüyorum asla Pazarama'dan alışveriş yapmamayı önerdim
5154,"T. S***** Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 53 72 numaralı telefon bilgileri içeren, dosyanız hukuk büromuza devredilmiştir mağdur olmamak için arayınız şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm."
5155,"Epttavm'den outlet airfryer aldım. Haznesi küçük geldiği için bekletmeden iade işlemi yaptım. Sanki günlerdir kullanmışım gibi iademi kabul etmiyorlar. Geri gönderdiler. Zaten teşhir ürünü aldım, kutudan çıkmamış ürün almışım gibi muamele yapıyorlar. Hiç ilgilenmiyorlar. Sattığını kar kabul eden bir firma, devamlılığa önem vermiyor."
5156,"Çocuklarıma içirmek için dolaptan çıkardığımda köpürmüş bir şekilde buldum ve bunu çocuğuma da içirdim. Bilmeden zehirlenme gibi bir durum olursa ne olur, bilemiyorum. Şurubu alalı bir ay bile olmadan bu duruma geldi. İlgilenirseniz sevinirim çünkü normal bir şey değil böyle köpürmesi."
5157,"İyi günler 28 Haziran 22.00 Ankara İzmir seyahati için 'yeni As Turizm' firmasından bilet aldım. Bilet bilgilerini çalıştığım firmaya verdim ancak, muhasebecimiz e bilet çıkmadığını söyledi. Durumu as firmasına ilettim dönen olmadı, bu durumda bilet ücreti benim cebimden çıkacak. Böyle firmaların mutlaka denetlenmesi gerekir. Verilen bilet geçersiz olduğuna göre bunlar vergi de kaçırmış olmuyor mu. Durumu ilgililerin bilgisine sunuyorum."
5158,Türk Telekom Fiber İnternet başvurusunda bulundum. 16 Haziran'da modem kurulumu yapıldı ama kurulum yapılan adreste genel arıza 10 Haziran itibarıyla başladı ve günümüz Temmuz 2'ye kadar sürmekte. Arızalı olan yere modem kurulumu yapıldı ve 16 gündür internetim yok. Aboneliğimi iptal etmek istiyorum. Sebebi ise bana arıza bilgisi verilmeden modem kurulumu yapılması ve 16 gündür internetimin olmaması. Her defasında farklı bir saat söyleniyor. Çağrı merkezi çalışanlarının üslupları da çok kötü ve benden 3.000 Türk lirasının üstünde bir abonelik fesih bedeli isteniyor. Abonelik numaram 1780282376.
5159,"Kötünün de kötüsü andriake Beach otel Demre. Otelin oda kliması arızalı, oda kapısı ve odanın ekonomik bir inşaat yanı ve tenis sahasının alt kısmında olması çok kötü. Personeli bile kalsın, baraka desek yeridir. Saç kurutma makinesi yok, el yıkamaya sabun dahi yok."
5160,"T. Sunbul Hukuk Bürosu'ndan 02.07.2024 tarihinde 'Dosyanız hukuk büromuza devredilmiştir, mağdur olmamak için arayınız' şeklinde mesajlar aldım. 0312 905 53 72 numaralı telefondan gelen bu mesajlara rağmen, yaptığım kontrollerde hiçbir yasal borcum olmadığını gördüm. Bu sebeple, T. Sunbul Hukuk'tan ya da benzer sahte hukuk bürolarından gelen suçlamaları, adıma açılacak veya açılmış olan hesapları, kredi başvurularını, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil işlemlerini ve bahis işlemlerini onaylamıyor ve sorumluluk kabul etmiyorum. Bu tür ceza dosyam bulunmamakta olup, bu tür mesajlarla karşı karşıya kaldım. Herhangi bir suçlamayı, adıma açılabilecek veya açılmış olan hesapları, kredi başvurularını, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil ve bahis işlemlerini onaylamıyor ve hiçbir sorumluluk kabul etmiyorum."
5161,"Superonline üyeliğimi iptal ettim, halen modem iadesi için bilgi almadım. Müşteri temsilcisini arıyorum, Gmail'imi hatırlamadığım için defalarca aramak zorunda kaldım. Bir sonuca ulaşmadım. Hiçbir şekilde yardımcı olunmadı. 4 kere aradıktan ve yarım saat geçtikten sonra ancak bilgi alabildim."
